Name,URL,Description,Categories,Pricing,Rating,External_URL,Image_URL,Editors_Pick,Bookmark_Count,Source_Category
Clearword,https://www.futurepedia.io/tool/clearword,"AI-driven meeting assistant for note-taking, summaries, and actionable follow-ups.","personal assistant, summarizer, project management",Freemium,0,https://clearword.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/836651eccd6e1f800ffb9107207fa43778dee7c9-88x88.jpg?w=256,No,42,Project Management
Liaise,https://www.futurepedia.io/tool/liaise,Revolutionizes communication with AI-driven clarity and integration.,"customer support, human resources, project management",Contact for Pricing,0,https://www.liaise.me?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/fdb55a6e78d5d20c877b37df9d3efbcb6f4d950d-128x128.png?w=256,No,15,Project Management
Zeda.io,https://www.futurepedia.io/tool/zeda-io,"Streamlines social media management with AI-driven publishing, engagement, and analytics.","customer support, marketing, project management",Paid,0,https://zeda.io?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/d161e18be210f17db645c4f2fcb0934648c496df-128x128.png?w=256,No,5,Project Management
Codegen,https://www.futurepedia.io/tool/codegen,"AI-driven coding, auto ticket resolution, seamless platform integration.","project management, code assistant, workflows",Contact for Pricing,0,https://www.codegen.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/85154bb4e46b07452d190a31ec56229e3e2fb7c9-128x128.png?w=256,No,7,Project Management
Pelles,https://www.futurepedia.io/tool/pelles,AI-driven platform revolutionizing MEP preconstruction through automation and efficiency.,project management,Contact for Pricing,0,https://www.pelles.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/ef3393570bdf4ed5a577194f74cd015fd8c7f893-128x128.png?w=256,No,11,Project Management
Parspec,https://www.futurepedia.io/tool/parspec,Revolutionize product selection and quoting with AI-driven efficiency.,"project management, sales assistant, workflows",Paid,0,https://parspec.io?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/0b364455b228690e4a21581b51b1f5da28a99b7b-128x128.png?w=256,No,14,Project Management
Youism.ai,https://www.futurepedia.io/tool/youism,"Enhance productivity and innovation with adaptive AI, robust analytics, and tailored features.","personal assistant, ai agents, project management",Freemium,0,https://youism.ai/?utm_source=futurepedia&amp;utm_medium=marketplace&amp;utm_campaign=futurepedia,https://cdn2.futurepedia.io/e62e3312aebfd55882135e65489f40886932f465-99x100.png?w=256,No,14,Project Management
Zoho Creator,https://www.futurepedia.io/tool/zoho-creator,"Build custom apps effortlessly with AI-enhanced, low-code platform.","low-code/no-code, project management, e-commerce",Free Trial,0,https://www.zoho.com/creator/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/d306fdb4e4ec4f0c1fcd645e11d33f9417be94ad-48x48.png?w=256,No,8,Project Management
Postman,https://www.futurepedia.io/tool/postman,Streamline API development with robust testing and automation tools.,project management,Free Trial,0,https://www.postman.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/780b8640452ad301760160d432c207e01e7c27ac-48x48.png?w=256,No,6,Project Management
E2open,https://www.futurepedia.io/tool/e2open,Streamline supply chains with real-time visibility and AI-driven analytics.,project management,Contact for Pricing,0,https://www.e2open.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/ef6b6b4bfc1c046cd703ae6b2af700fe5d2835ca-32x32.png?w=256,No,8,Project Management
Metaplane,https://www.futurepedia.io/tool/metaplane,"Monitor, manage, and enhance data integrity efficiently.",project management,Freemium,0,https://metaplane.dev?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/45e52227ce5e33485ac638c8801286ecd8b2652a-128x128.jpg?w=256,No,15,Project Management
AirOps,https://www.futurepedia.io/tool/ai-data-sidekick,"Task-specific AI Apps that go beyond ChatGPT—run NLP, generate-data-informed content, draft/fix/optimize SQL queries, and more","project management, ai chatbots",Freemium,0,https://www.airops.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/259acf3af47c9b45705dfffdf954aab0fdb15781-128x128.png?w=256,No,1220,Project Management
Infield,https://www.futurepedia.io/tool/infield,"Automate upgrades, manage dependencies, minimize risks.",project management,Contact for Pricing,0,https://www.infield.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/e50af89b3f99bdfb7d81e140f7679128df5e70d5-128x128.png?w=256,No,8,Project Management
Gridly,https://www.futurepedia.io/tool/gridly,Streamline content management and localization across digital platforms.,"project management, e-commerce, translator",Free Trial,0,https://www.gridly.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/d13e1ad1411e661e0073990e2e9b3d40a39ecd20-128x128.png?w=256,No,14,Project Management
Mojju,https://www.futurepedia.io/tool/mojju,"A versatile AI platform with specialized GPTs for productivity, creativity, and education.","image generators, ai chatbots, project management",Freemium,0,https://mojju.com/?utm_source=Futurepedia&utm_medium=referral,https://cdn2.futurepedia.io/52de7a622e350ff10ab19d9d17e4aa90177f8f49-40x40.svg?w=256,No,13,Project Management
Zoho Sheet,https://www.futurepedia.io/tool/zoho-sheet,"Create, analyze, and collaborate on spreadsheets seamlessly online.","spreadsheets, project management, workflows",Contact for Pricing,0,https://www.zoho.com/sheet/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/64107c683e51232af43f745af53ea3afd22d9046-48x48.png?w=256,Yes,8,Project Management
Nullify AI,https://www.futurepedia.io/tool/nullify-ai,"AI-driven tool for seamless, efficient vulnerability management and prioritization.","code assistant, project management, ai agents",Paid,0,https://nullify.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/2b96a8bd2ad75141eefa253291e8c50c0cf0946b-128x128.png?w=256,No,10,Project Management
IBM BPM,https://www.futurepedia.io/tool/ibm-bpm,Streamline workflows with AI-driven automation and seamless integration.,"workflows, low-code/no-code, project management",Contact for Pricing,0,https://www.ibm.com/products/business-automation-workflow?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/e3463297b9eb14c979e5f1f9beb6dd11d2d40f38-128x128.png?w=256,No,11,Project Management
SYNQ,https://www.futurepedia.io/tool/synq,"Streamline communications, enrich data, and enhance productivity with SYNQ.",project management,Contact for Pricing,0,https://www.sync.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/76d56246a2071f377bd2a210835ec3139357597b-128x128.png?w=256,No,6,Project Management
Airtable AI,https://www.futurepedia.io/tool/airtable-ai,Transform operations with AI-driven workflow automation and data management.,"project management, workflows",Free Trial,0,https://www.airtable.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/c729c8750fa43fbb5d1a645070384bffe0e918b3-48x48.png?w=256,No,10,Project Management
Syncly,https://www.futurepedia.io/tool/syncly,"Transform customer experiences with AI-driven feedback analysis, dynamic sentiment monitoring, and seamless integration.","project management, customer support",Contact for Pricing,0,https://syncly.app/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/3250c06b2bb2c514fb9f25e791a37a1edfd06e24-128x128.png?w=256,No,30,Project Management
Asseti,https://www.futurepedia.io/tool/asseti,AI-driven platform for optimizing and managing business assets.,"real estate, project management",Contact for Pricing,0,https://www.asseti.co?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/fd74f950093f9bdde7f96dfc6166fad0a79e63fc-128x128.png?w=256,No,5,Project Management
Impact AI,https://www.futurepedia.io/tool/impact-ai,"Streamline AI management: strategy, oversight, user alignment.","project management, workflows, startup tools",Contact for Pricing,0,https://impact.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/48c62982d72d2a81f993117d91aa5905bbe1c0ad-128x128.jpg?w=256,No,6,Project Management
Ideamap,https://www.futurepedia.io/tool/ideamap,"Unleash AI-driven brainstorming, collaboration, and dynamic idea organization.",project management,Freemium,0,https://ideamap.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/01cbc5644a2b90cb91c2910e65e149ab74fa7e70-128x128.png?w=256,No,21,Project Management
GovDash,https://www.futurepedia.io/tool/govdash,"Streamline GovCon lifecycle: capture, proposal, contract management, automated compliance.","legal, project management, workflows",Contact for Pricing,0,https://govdash.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/9041931bf395df5d7dd3f4d7d58f65789b8c6b27-200x200.jpg?w=256,No,12,Project Management
DevRev,https://www.futurepedia.io/tool/devrev,Unifies customer support and software development with AI insights.,"customer support, project management, startup tools",Free Trial,0,https://devrev.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/2025-02-14T20-27-45.889Z-nC1LnJbc0FGXl__Bt8a290fv7miX621rU.png?w=256,No,12,Project Management
MyNinja,https://www.futurepedia.io/tool/myninja,Streamline tasks efficiently with MyNinja's Multi-Agent Autonomy.,project management,Contact for Pricing,0,https://myninja.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/99f3f51d3c7cd4f51d77a725f002d58f845d39f8-128x128.png?w=256,No,11,Project Management
Winn,https://www.futurepedia.io/tool/winn,"Streamline workflows, automate tasks, enhance collaboration.",project management,Contact for Pricing,0,https://winn.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/95cbe5334fba440497e7114e47f805d1d5c7818b-128x128.png?w=256,No,14,Project Management
Quip,https://www.futurepedia.io/tool/quip,"Seamlessly integrate, collaborate, and manage workflows within Salesforce.","sales assistant, project management, spreadsheets",Paid,0,https://www.quip.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/UzWcUwFfrMgLcAm73qfk61.png?w=256,No,8,Project Management
Document Crunch,https://www.futurepedia.io/tool/document-crunch,AI-driven contract review tool for construction professionals.,project management,Contact for Pricing,0,https://www.documentcrunch.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/ed647331bc73d4ef846512478684cb2a550b95da-100x100.png?w=256,No,7,Project Management
Hypothetic,https://www.futurepedia.io/tool/hypothetic,Revolutionize 3D/2D asset management and collaboration with AI-powered cloud tools.,"project management, 3D",Contact for Pricing,0,https://www.hypothetic.art/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/2dd807b5b119be9b124f6e438c26904646b271fc-100x100.png?w=256,No,11,Project Management
Zylon,https://www.futurepedia.io/tool/zylon,AI-driven tool that autonomously enhances business productivity and collaboration.,project management,Contact for Pricing,0,https://www.zylon.ai?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/7f96d96cd1b0799daedb553adb6b392cc5a344dd-128x128.png?w=256,No,6,Project Management
monday.com,https://www.futurepedia.io/tool/monday,Streamlines workflows and automates tasks for efficient collaboration.,"project management, workflows, marketing",Freemium,0,https://monday.com/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/2025-02-17T17-26-33.499Z-2MpPkB4EE_fVjCF140NB0hlRoEs2aP2BU.blob?w=256,No,9,Project Management
Briq,https://www.futurepedia.io/tool/briq,Streamline construction finances with automation and predictive analytics.,"finance, project management, workflows",Contact for Pricing,0,https://www.briq.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/cd6913595401986e76753c6909e3eafbb37cb1da-128x128.png?w=256,No,6,Project Management
Whimsey,https://www.futurepedia.io/tool/whimsey,Streamlines scheduling with AI-driven calendar management.,"personal assistant, project management",Contact for Pricing,0,https://whimsey.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/2025-03-14T15-19-12.908Z-MkZZ_wp5AY1k17PbdyBV33MfmcSe3AJzL.blob?w=256,No,9,Project Management
OpenCall.ai,https://www.futurepedia.io/tool/opencallai,"Automate call handling, appointments, and workflows effortlessly with AI-driven precision and HIPAA compliance.","transcriber, project management, workflows",Contact for Pricing,0,http://opencall.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/988314d0a0be85c134dbbd8edd21fdb3b1f020de-128x128.png?w=256,No,14,Project Management
Version Lens,https://www.futurepedia.io/tool/version-lens,AI-driven product management and feedback integration via Slack.,project management,Contact for Pricing,0,https://www.versionlens.com?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/1ebc262317108e4c365a4d5b87e28758a2a04e74-128x128.png?w=256,No,12,Project Management
OpenSpace,https://www.futurepedia.io/tool/openspace,AI-driven reality capture and analytics for construction sites.,project management,Contact for Pricing,0,https://www.openspace.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/rlb036hnAaoIXzyIT6SYli.png?w=256,No,10,Project Management
Augmenta,https://www.futurepedia.io/tool/augmenta,"Automated AI-powered platform for efficient, sustainable building design.","design generators, project management, education",Contact for Pricing,0,https://www.augmenta.ai/?utm_source=futurepedia&utm_medium=marketplace&utm_campaign=futurepedia,https://cdn2.futurepedia.io/2025-02-14T20-44-35.971Z-kG-ppG3ANKJiDAp43higIzkBJiA44U21-.png?w=256,No,12,Project Management
